gene trans1 trans2 trans3 trans4 trans5 trans6
ScZCZ4B_468.g3198 7642 4177 9850 7857 3342 1795
ScZCZ4B_468.g3199 70 19 154 7 11 7
ScZCZ4B_468.g3200 132 19 235 28 36 31
ScZCZ4B_468.g3201 0 0 0 0 0 0
ScZCZ4B_468.g3202 129 48 308 42 28 37
ScZCZ4B_468.g3203 9 2 2 3 0 0
ScZCZ4B_468.g3204 504 145 1252 32 21 18
ScZCZ4B_468.g3205 70 23 148 10 18 4
ScZCZ4B_468.g3206 42 4 69 9 20 3
ScZCZ4B_468.g3207 0 0 1 0 4 0
ScZCZ4B_468.g3208 50 12 103 74 44 23
ScZCZ4B_468.g3209 101 29 157 17 24 10
ScZCZ4B_468.g3210 1736 673 2992 580 784 418
ScZCZ4B_468.g3211 152 53 354 27 50 22
ScZCZ4B_468.g3212 126 46 268 52 57 28
ScZCZ4B_468.g3213 1 0 1 1 2 0
ScZCZ4B_468.g3214 185 82 485 60 75 52
ScZCZ4B_468.g3215 55 13 99 22 24 27
ScZCZ4B_468.g3216 57 11 98 8 15 9
ScZCZ4B_468.g3217 820 310 1465 364 569 355
ScZCZ4B_468.g3218 13 6 10 0 2 0
ScZCZ4B_468.g3219 127 21 230 29 13 21
ScZCZ4B_468.g3220 3 0 4 1 2 6
ScZCZ4B_468.g3221 84 17 108 32 37 31
ScZCZ4B_468.g3222 492 180 868 250 379 169
ScZCZ4B_468.g3223 0 0 0 0 0 0
ScZCZ4B_468.g3224 1371 293 2743 237 424 225
ScZCZ4B_468.g3225 2 2 7 0 1 0
ScZCZ4B_468.g3226 125 55 355 15 20 23
ScZCZ4B_468.g3227 49 19 101 16 14 12
ScZCZ4B_468.g3228 67 15 94 6 17 9
ScZCZ4B_468.g3229 245 83 377 118 171 96
ScZCZ4B_468.g3230 7 2 19 3 4 1
ScZCZ4B_468.g3231 79 31 109 63 55 28
ScZCZ4B_468.g3232 11 2 25 9 13 5
ScZCZ4B_468.g3233 49 12 77 32 37 29
ScZCZ4B_468.g3234 453 278 783 255 279 160
ScZCZ4B_468.g3235 2 0 0 0 0 2
ScZCZ4B_468.g3236 3 6 8 12 11 3
ScZCZ4B_468.g3237 1 0 0 1 2 0
ScZCZ4B_468.g3238 169 101 294 109 153 94
ScZCZ4B_468.g3239 0 0 2 2 0 2
ScZCZ4B_468.g3240 0 0 0 0 0 0
ScZCZ4B_468.g3241 14 0 3 0 6 3
ScZCZ4B_468.g3242 0 0 0 0 2 0
ScZCZ4B_468.g3243 102 73 142 109 100 48
ScZCZ4B_468.g3244 0 0 1 0 0 0
ScZCZ4B_468.g3245 5 6 13 23 6 10
ScZCZ4B_468.g3246 22 10 30 12 15 15
ScZCZ4B_468.g3247 313 93 514 57 50 37
ScZCZ4B_468.g3248 49 6 94 19 17 14
ScZCZ4B_468.g3249 50 9 105 7 16 5
ScZCZ4B_468.g3250 667 159 1256 335 555 405
ScZCZ4B_468.g3251 4472 2081 5160 2575 3516 2821
ScZCZ4B_468.g3252 2 0 5 0 1 0
ScZCZ4B_468.g3253 9 6 15 1 4 4
ScZCZ4B_468.g3254 1 0 1 0 0 0
ScZCZ4B_468.g3255 103 17 108 12 5 9
ScZCZ4B_468.g3256 184 53 429 36 52 23
ScZCZ4B_468.g3257 161 20 250 6 22 4
ScZCZ4B_468.g3258 197 30 274 34 60 34
ScZCZ4B_468.g3259 92 35 140 39 36 28
ScZCZ4B_468.g3260 156 38 249 11 21 5
ScZCZ4B_468.g3261 22 14 37 4 11 6
ScZCZ4B_468.g3262 25 12 53 4 5 0
ScZCZ4B_468.g3263 114 48 294 23 48 25
ScZCZ4B_468.g3264 33 10 47 19 13 3
ScZCZ4B_468.g3265 0 0 0 0 0 0
ScZCZ4B_468.g3266 5 2 4 0 2 0
ScZCZ4B_468.g3267 5 2 16 1 7 4
ScZCZ4B_468.g3268 10 4 7 7 0 1
ScZCZ4B_468.g3269 57 7 96 11 4 12
ScZCZ4B_468.g3270 1008 337 2806 9 22 8
ScZCZ4B_468.g3271 301 70 604 153 218 144
ScZCZ4B_468.g3272 3961 1088 6201 1962 2867 2050
ScZCZ4B_468.g3273 149 81 331 112 116 84
ScZCZ4B_468.g3274 0 1 4 0 0 0
ScZCZ4B_468.g3275 457 235 951 183 189 160
ScZCZ4B_468.g3276 1458 550 2751 862 890 663
ScZCZ4B_468.g3277 706 151 1178 260 435 237
ScZCZ4B_468.g3278 56 20 125 6 26 14
ScZCZ4B_468.g3279 0 0 0 0 0 0
ScZCZ4B_468.g3280 157 54 348 52 101 77
ScZCZ4B_468.g3281 35 3 95 19 16 2
ScZCZ4B_468.g3282 229 48 417 71 97 36
ScZCZ4B_468.g3283 35 15 90 8 0 4
ScZCZ4B_468.g3284 85 60 199 51 147 70
ScZCZ4B_468.g3285 88 30 231 8 12 4
ScZCZ4B_468.g3286 8 4 9 0 1 0
ScZCZ4B_468.g3287 30 8 43 7 11 4
ScZCZ4B_468.g3288 160 35 223 50 64 45
ScZCZ4B_468.g3289 6 0 2 1 2 1
ScZCZ4B_468.g3290 4 2 3 4 15 0
ScZCZ4B_468.g3291 10 8 6 94 115 49
ScZCZ4B_468.g3292 0 0 3 773 896 278
ScZCZ4B_468.g3293 5 4 10 2 10 4
ScZCZ4B_468.g3294 0 0 4 0 0 0
ScZCZ4B_468.g3295 0 2 0 19 57 26
ScZCZ4B_468.g3296 6 1 7 757 1846 1103
ScZCZ4B_468.g3297 5 2 6 1721 1494 977
ScZCZ4B_468.g3298 4 2 0 1 2 0
ScZCZ4B_468.g3299 4 2 0 2 0 0
ScZCZ4B_468.g3300 41 46 150 49 55 54
ScZCZ4B_468.g3301 33 19 81 67 84 55
ScZCZ4B_468.g3302 768 185 1272 160 300 201
ScZCZ4B_468.g3303 36 4 60 4 5 2
ScZCZ4B_468.g3304 260 109 619 53 59 32
ScZCZ4B_468.g3305 0 0 0 0 0 0
ScZCZ4B_468.g3306 0 0 0 0 0 0
ScZCZ4B_468.g3307 0 0 0 0 1 0
ScZCZ4B_468.g3308 2 0 1 0 2 0
ScZCZ4B_468.g3309 15 11 26 33 27 10
ScZCZ4B_468.g3310 22 0 10 1 0 0
ScZCZ4B_468.g3311 241 170 508 10 13 5
ScZCZ4B_468.g3312 408 128 884 128 161 85
ScZCZ4B_468.g3313 57 8 175 16 28 18
ScZCZ4B_468.g3314 64 44 149 29 24 19
ScZCZ4B_468.g3315 386 75 721 149 155 93
ScZCZ4B_468.g3316 0 0 0 0 0 0
ScZCZ4B_468.g3317 58 13 60 4 4 12
ScZCZ4B_468.g3318 2 0 0 0 0 3
ScZCZ4B_468.g3319 7 0 0 0 0 2
ScZCZ4B_468.g3320 38 6 99 12 12 6
ScZCZ4B_468.g3321 69 19 118 29 24 14
ScZCZ4B_468.g3322 98 25 199 4 8 12
ScZCZ4B_468.g3323 231 62 384 43 34 28
ScZCZ4B_468.g3324 531 127 1127 144 267 183
ScZCZ4B_468.g3325 11 2 18 3 5 2
ScZCZ4B_468.g3326 34 7 85 4 6 6
ScZCZ4B_468.g3327 91 45 265 39 89 36
ScZCZ4B_468.g3328 156 34 250 80 79 55
ScZCZ4B_468.g3329 0 0 0 0 0 0
ScZCZ4B_468.g3330 130 51 321 71 51 42
ScZCZ4B_468.g3331 327 66 689 21 24 16
ScZCZ4B_468.g3332 12 2 64 3 3 1
ScZCZ4B_468.g3333 231 117 562 69 106 45
ScZCZ4B_468.g3334 66 23 84 7 26 4
ScZCZ4B_468.g3335 189 39 354 15 27 26
ScZCZ4B_468.g3336 0 0 0 0 0 0
ScZCZ4B_468.g3337 901 455 1907 375 498 253
ScZCZ4B_468.g3338 599 286 1300 248 421 281
ScZCZ4B_468.g3339 2087 1023 4214 448 482 244
ScZCZ4B_468.g3340 414 100 919 30 44 25
ScZCZ4B_468.g3341 121 76 261 40 39 18
ScZCZ4B_468.g3342 72 62 157 27 20 18
ScZCZ4B_468.g3343 8 6 16 3 7 0
ScZCZ4B_468.g3344 34 15 74 21 22 24
ScZCZ4B_468.g3345 230 76 364 27 75 30
ScZCZ4B_468.g3346 172 83 302 34 57 13
ScZCZ4B_468.g3347 78 9 178 0 0 0
ScZCZ4B_468.g3348 0 0 5 3 0 0
ScZCZ4B_468.g3349 29 36 49 36 31 21
ScZCZ4B_468.g3350 0 2 0 0 0 1
ScZCZ4B_468.g3351 194 61 371 84 61 55
ScZCZ4B_468.g3352 3 0 0 2 0 0
ScZCZ4B_468.g3353 0 0 6 1 0 0
ScZCZ4B_468.g3354 91 33 299 13 46 28
ScZCZ4B_468.g3355 118 41 201 38 48 11
ScZCZ4B_468.g3356 99 35 357 74 52 49
ScZCZ4B_468.g3357 57 32 144 40 21 23
ScZCZ4B_468.g3358 78 90 193 26 53 37
ScZCZ4B_468.g3359 4 2 5 3 11 6
ScZCZ4B_468.g3360 3 0 2 0 1 0
ScZCZ4B_468.g3361 0 0 2 3 0 0
ScZCZ4B_468.g3362 0 0 0 0 0 0
ScZCZ4B_468.g3363 138 73 225 38 91 39
ScZCZ4B_468.g3364 253 125 505 46 77 44
ScZCZ4B_468.g3365 12 18 95 29 33 16
ScZCZ4B_468.g3366 0 0 3 1 0 2
ScZCZ4B_468.g3367 6 1 27 6 13 1
ScZCZ4B_468.g3368 0 0 1 0 0 0
ScZCZ4B_468.g3369 97 101 164 52 63 25
ScZCZ4B_468.g3370 0 0 3 0 0 0
ScZCZ4B_468.g3371 36 4 61 4 2 0
ScZCZ4B_468.g3372 6 10 10 0 2 0
ScZCZ4B_468.g3373 537 330 1136 245 323 182
ScZCZ4B_468.g3374 26 7 84 15 21 8
ScZCZ4B_468.g3375 26 6 37 10 7 0
ScZCZ4B_468.g3376 31 2 62 2 14 5
ScZCZ4B_468.g3377 214 92 483 31 70 43
ScZCZ4B_468.g3378 0 0 0 0 0 0
ScZCZ4B_468.g3379 45 32 81 20 17 12
ScZCZ4B_468.g3380 59 8 124 3 6 2
ScZCZ4B_468.g3381 5 2 13 0 0 2
ScZCZ4B_468.g3382 537 297 890 118 153 89
ScZCZ4B_468.g3383 237 49 296 161 170 172
ScZCZ4B_468.g3384 213 183 548 83 104 69
ScZCZ4B_468.g3385 6 4 4 5 4 5
ScZCZ4B_468.g3386 1 0 5 0 2 4
ScZCZ4B_468.g3387 6 0 5 0 0 2
ScZCZ4B_468.g3388 1 5 10 1 0 0
ScZCZ4B_468.g3389 1 0 7 0 0 2
ScZCZ4B_468.g3390 2 2 20 6 0 3
ScZCZ4B_468.g3391 2 4 9 0 0 1
ScZCZ4B_468.g3392 2 0 14 0 0 0
ScZCZ4B_468.g3393 6 2 10 0 4 4
ScZCZ4B_468.g3394 10 2 16 2 8 2
ScZCZ4B_468.g3395 16 6 18 0 2 1
ScZCZ4B_468.g3396 7 2 16 6 0 0
ScZCZ4B_468.g3397 10 0 19 4 5 4
ScZCZ4B_468.g3398 24 15 63 5 8 7
ScZCZ4B_468.g3399 199 125 384 78 65 52
ScZCZ4B_468.g3400 66 24 153 31 41 41
ScZCZ4B_468.g3401 177 49 396 60 66 34
ScZCZ4B_468.g3402 273 102 474 34 90 55
ScZCZ4B_468.g3403 0 0 0 0 0 0
ScZCZ4B_468.g3404 79 27 156 20 18 22
ScZCZ4B_468.g3405 512 341 1159 148 205 137
ScZCZ4B_468.g3406 30 37 117 22 29 7
ScZCZ4B_468.g3407 87 25 157 28 35 32
ScZCZ4B_468.g3408 35 19 77 7 10 14
ScZCZ4B_468.g3409 61 37 154 35 25 13
ScZCZ4B_468.g3410 3 0 0 2 0 0
ScZCZ4B_468.g3411 238 43 523 62 77 44
ScZCZ4B_468.g3412 48 7 126 13 19 15
ScZCZ4B_468.g3413 87 10 178 19 23 24
ScZCZ4B_468.g3414 0 0 2 0 0 0
ScZCZ4B_468.g3415 3 0 7 2 9 1
ScZCZ4B_468.g3416 0 0 3 0 0 0
ScZCZ4B_468.g3417 96 33 273 35 29 17
ScZCZ4B_468.g3418 2 0 0 0 0 0
ScZCZ4B_468.g3419 860 480 1663 242 288 185
ScZCZ4B_468.g3420 0 0 0 0 0 0
ScZCZ4B_468.g3421 0 0 0 0 0 0
ScZCZ4B_468.g3422 14 1 20 14 13 10
ScZCZ4B_468.g3423 0 0 0 0 0 0
ScZCZ4B_468.g3424 184 106 402 52 80 53
ScZCZ4B_468.g3425 5 0 12 10 2 0
ScZCZ4B_468.g3426 0 0 2 0 0 0
ScZCZ4B_468.g3427 6 4 2 6 11 0
ScZCZ4B_468.g3428 1569 639 3028 571 1149 691
ScZCZ4B_468.g3429 3 2 2 2 1 1
ScZCZ4B_468.g3430 14 7 6 4 10 2
ScZCZ4B_468.g3431 8 8 24 0 2 0
ScZCZ4B_468.g3432 0 4 8 0 0 0
ScZCZ4B_468.g3433 0 0 0 0 0 0
ScZCZ4B_468.g3434 0 0 0 0 0 0
ScZCZ4B_468.g3435 0 0 0 0 0 0
ScZCZ4B_468.g3436 0 0 0 0 0 0
ScZCZ4B_468.g3437 0 0 0 0 0 0
ScZCZ4B_468.g3438 0 0 0 0 0 0
ScZCZ4B_468.g3439 0 0 0 0 0 0
ScZCZ4B_468.g3440 168 53 367 97 118 84
ScZCZ4B_468.g3441 0 0 2 4 0 0
ScZCZ4B_468.g3442 40 4 68 5 12 1
ScZCZ4B_468.g3443 131 72 213 133 123 127
ScZCZ4B_468.g3444 47 4 122 13 6 4
ScZCZ4B_468.g3445 87 22 174 7 3 8
ScZCZ4B_468.g3446 132 24 225 56 106 33
ScZCZ4B_468.g3447 0 0 2 0 2 0
ScZCZ4B_468.g3448 174 71 332 79 103 60
ScZCZ4B_468.g3449 3 0 12 0 1 11
ScZCZ4B_468.g3450 168 69 447 32 61 32
ScZCZ4B_468.g3451 56 6 83 12 16 4
ScZCZ4B_468.g3452 87 30 185 21 13 27
ScZCZ4B_468.g3453 55 10 123 4 3 6
ScZCZ4B_468.g3454 79 8 156 15 18 13
ScZCZ4B_468.g3455 135 22 265 45 79 46
ScZCZ4B_468.g3456 39 8 78 10 5 0
ScZCZ4B_468.g3457 180 54 201 68 50 31
ScZCZ4B_468.g3458 158 30 183 34 75 50
ScZCZ4B_468.g3459 25 2 41 7 17 14
ScZCZ4B_468.g3460 172 68 340 57 74 61
ScZCZ4B_468.g3461 120 39 196 35 37 25
ScZCZ4B_468.g3462 240 89 235 391 225 175
ScZCZ4B_468.g3463 0 0 0 0 0 0
ScZCZ4B_468.g3464 900 371 810 361 595 428
ScZCZ4B_468.g3465 1 0 11 2 4 1
ScZCZ4B_468.g3466 66 26 171 20 46 34
ScZCZ4B_468.g3467 3 2 7 0 8 4
ScZCZ4B_468.g3468 0 0 0 0 4 2
ScZCZ4B_468.g3469 33 16 71 17 9 18
ScZCZ4B_468.g3470 283 113 649 77 184 130
ScZCZ4B_468.g3471 0 1 0 2 13 3
ScZCZ4B_468.g3472 0 0 0 0 0 0
ScZCZ4B_468.g3473 61 56 114 16 28 14
ScZCZ4B_468.g3474 0 0 0 0 0 0
ScZCZ4B_468.g3475 40 21 100 19 15 4
ScZCZ4B_468.g3476 0 0 2 0 0 0
ScZCZ4B_468.g3477 18 23 47 26 30 15
ScZCZ4B_468.g3478 0 0 0 0 0 1
ScZCZ4B_468.g3479 69 44 148 13 22 16
ScZCZ4B_468.g3480 0 0 2 0 0 0
ScZCZ4B_468.g3481 51 23 89 7 9 10
ScZCZ4B_468.g3482 324 151 542 189 232 158
ScZCZ4B_468.g3483 131 53 342 55 107 71
ScZCZ4B_468.g3484 0 0 0 0 0 0
ScZCZ4B_468.g3485 450 138 856 141 266 100
ScZCZ4B_468.g3486 269 60 467 124 151 79
ScZCZ4B_468.g3487 104 65 179 36 34 23
ScZCZ4B_468.g3488 23 6 40 2 0 7
ScZCZ4B_468.g3489 1173 722 2367 277 528 277
ScZCZ4B_468.g3490 418 305 815 278 282 165
ScZCZ4B_468.g3491 104 65 223 47 67 50
ScZCZ4B_468.g3492 87 38 193 21 29 19
ScZCZ4B_468.g3493 4039 1416 8474 2189 2766 2088
ScZCZ4B_468.g3494 2 4 10 7 7 1
ScZCZ4B_468.g3495 689 415 1139 157 408 204
ScZCZ4B_468.g3496 254 70 506 31 32 29
ScZCZ4B_468.g3497 106 42 327 19 15 3
ScZCZ4B_468.g3498 6 4 32 0 6 4
ScZCZ4B_468.g3499 23 2 30 2 9 5
ScZCZ4B_468.g3500 77 67 228 14 29 16
ScZCZ4B_468.g3501 21 4 33 1 0 0
ScZCZ4B_468.g3502 21 3 84 5 9 4
ScZCZ4B_468.g3503 1153 288 2526 199 183 98
ScZCZ4B_468.g3504 126 40 235 31 26 39
ScZCZ4B_468.g3505 181 60 297 57 92 50
ScZCZ4B_468.g3506 0 0 0 0 0 0
ScZCZ4B_468.g3507 0 0 0 0 0 0
ScZCZ4B_468.g3508 0 4 0 0 0 0
ScZCZ4B_468.g3509 24 4 31 14 12 4
ScZCZ4B_468.g3510 14 7 8 4 2 1
ScZCZ4B_468.g3511 167 66 316 163 71 57
ScZCZ4B_468.g3512 1 0 1 0 0 0
ScZCZ4B_468.g3513 3099 1406 4784 1439 1826 1263
ScZCZ4B_468.g3514 0 0 8 4 1 0
ScZCZ4B_468.g3515 658 273 1047 314 460 281
ScZCZ4B_468.g3516 0 0 0 0 0 0
ScZCZ4B_468.g3517 246 54 480 73 87 62
ScZCZ4B_468.g3518 0 0 2 0 0 0
ScZCZ4B_468.g3519 138 47 351 47 58 73
ScZCZ4B_468.g3520 23 12 33 33 29 19
ScZCZ4B_468.g3521 10 0 32 6 0 4
ScZCZ4B_468.g3522 719 340 1124 174 258 142
ScZCZ4B_468.g3523 96 8 188 32 42 16
ScZCZ4B_468.g3524 549 232 906 114 269 132
ScZCZ4B_468.g3525 2 2 2 2 1 0
ScZCZ4B_468.g3526 29 11 67 9 12 22
ScZCZ4B_468.g3527 1 0 1 0 0 0
ScZCZ4B_468.g3528 0 0 0 0 0 0
ScZCZ4B_468.g3529 0 0 0 0 0 0
ScZCZ4B_468.g3530 0 0 0 0 0 0
ScZCZ4B_468.g3531 0 0 0 0 0 0
ScZCZ4B_468.g3532 31 10 51 21 30 16
ScZCZ4B_468.g3533 1 5 14 0 0 0
ScZCZ4B_468.g3534 18 3 114 2 9 9
ScZCZ4B_468.g3535 95 28 138 27 21 27
ScZCZ4B_468.g3536 278 149 582 97 134 69
ScZCZ4B_468.g3537 92 80 222 63 55 24
ScZCZ4B_468.g3538 7 0 23 3 2 0
ScZCZ4B_468.g3539 0 2 3 2 0 0
ScZCZ4B_468.g3540 0 2 2 1 0 0
ScZCZ4B_468.g3541 2 0 7 5 11 7
ScZCZ4B_468.g3542 62 41 159 47 62 77
ScZCZ4B_468.g3543 28 0 34 7 11 2
ScZCZ4B_468.g3544 6 4 5 6 9 0
ScZCZ4B_468.g3545 214 71 489 88 71 51
ScZCZ4B_468.g3546 5 3 31 4 1 0
ScZCZ4B_468.g3547 2 0 0 0 2 0
ScZCZ4B_468.g3548 83 12 200 39 76 26
ScZCZ4B_468.g3549 0 0 0 0 0 0
ScZCZ4B_468.g3550 5 2 3 2 3 0
ScZCZ4B_468.g3551 8 0 0 0 0 0
ScZCZ4B_468.g3552 2243 1401 4172 1315 1212 984
ScZCZ4B_468.g3553 2 0 3 1 2 2
ScZCZ4B_468.g3554 89 47 208 29 100 26
ScZCZ4B_468.g3555 5 0 6 3 0 0
ScZCZ4B_468.g3556 5 10 28 8 9 5
ScZCZ4B_468.g3557 2 0 0 0 0 0
ScZCZ4B_468.g3558 281 216 564 307 185 178
ScZCZ4B_468.g3559 60 8 157 7 2 7
ScZCZ4B_468.g3560 8 0 11 8 4 0
ScZCZ4B_468.g3561 21 0 20 17 15 5
ScZCZ4B_468.g3562 68 27 70 31 30 24
ScZCZ4B_468.g3563 218 49 447 49 80 66
ScZCZ4B_468.g3564 45 7 86 6 16 15
ScZCZ4B_468.g3565 20585 7587 30025 12803 16806 13279
ScZCZ4B_468.g3566 2 0 11 2 0 0
ScZCZ4B_468.g3567 57 13 110 10 23 7
ScZCZ4B_468.g3568 17 6 29 8 15 4
ScZCZ4B_468.g3569 1 0 3 8 0 0
ScZCZ4B_468.g3570 146 79 305 70 50 43
ScZCZ4B_468.g3571 114 18 143 98 48 75
ScZCZ4B_468.g3572 57 25 122 14 21 16
ScZCZ4B_468.g3573 140 58 316 89 85 63
ScZCZ4B_468.g3574 550 233 1538 1 0 4
ScZCZ4B_468.g3575 0 2 2 0 0 2
ScZCZ4B_468.g3576 13 0 30 15 23 7
ScZCZ4B_468.g3577 5 3 36 12 8 6
ScZCZ4B_468.g3578 6 0 6 1 0 0
ScZCZ4B_468.g3579 130 33 227 77 122 50
ScZCZ4B_468.g3580 1072 628 1868 573 670 314
ScZCZ4B_468.g3581 0 0 0 0 0 0
ScZCZ4B_468.g3582 0 0 0 1 3 0
ScZCZ4B_468.g3583 2 0 0 1 2 0
ScZCZ4B_468.g3584 3 0 8 0 1 0
ScZCZ4B_468.g3585 2 0 2 2 1 0
ScZCZ4B_468.g3586 4 0 1 1 0 0
ScZCZ4B_468.g3587 2 0 1 4 0 0
ScZCZ4B_468.g3588 15 0 15 2 8 2
ScZCZ4B_468.g3589 289 120 507 201 129 111
ScZCZ4B_468.g3590 7 2 16 3 1 8
ScZCZ4B_468.g3591 0 0 4 8 2 2
ScZCZ4B_468.g3592 241 89 570 126 195 84
ScZCZ4B_468.g3593 22 2 13 3 2 3
ScZCZ4B_468.g3594 196 45 321 44 66 43
ScZCZ4B_468.g3595 684 176 1564 174 210 141
ScZCZ4B_468.g3596 778 339 1360 274 381 229
ScZCZ4B_468.g3597 32 35 60 11 19 21
ScZCZ4B_468.g3598 15 18 31 13 22 13
ScZCZ4B_468.g3599 83 11 144 21 14 7
ScZCZ4B_468.g3600 147 82 279 41 73 32
ScZCZ4B_468.g3601 832 320 1532 100 80 45
ScZCZ4B_468.g3602 32 11 84 6 42 9
ScZCZ4B_468.g3603 81 28 238 14 50 26
ScZCZ4B_468.g3604 32 12 84 3 1 8
ScZCZ4B_468.g3605 38 20 104 9 13 1
ScZCZ4B_468.g3606 62 17 117 39 32 24
ScZCZ4B_468.g3607 112 30 210 18 14 11
ScZCZ4B_468.g3608 2 0 10 0 0 0
ScZCZ4B_468.g3609 25 10 43 3 0 1
ScZCZ4B_468.g3610 722 234 1601 252 326 207
ScZCZ4B_468.g3611 1 4 16 2 4 7
ScZCZ4B_468.g3612 224 86 486 62 51 54
ScZCZ4B_468.g3613 82 32 206 5 13 8
ScZCZ4B_468.g3614 103 35 330 30 27 33
ScZCZ4B_468.g3615 107 27 134 19 18 31
ScZCZ4B_468.g3616 0 0 4 0 0 0
ScZCZ4B_468.g3617 5 0 7 0 8 2
ScZCZ4B_468.g3618 0 0 0 0 0 0
ScZCZ4B_468.g3619 0 0 0 0 0 0
ScZCZ4B_468.g3620 12 0 29 1 10 3
ScZCZ4B_468.g3621 17 8 24 13 13 6
ScZCZ4B_468.g3622 0 0 2 5 2 0
ScZCZ4B_468.g3623 20 2 32 4 9 8
ScZCZ4B_468.g3624 113 54 277 56 85 45
ScZCZ4B_468.g3625 28 12 97 8 12 13
ScZCZ4B_468.g3626 81 23 137 13 32 35
ScZCZ4B_468.g3627 206 96 246 195 190 189
ScZCZ4B_468.g3628 2 0 2 0 0 0
ScZCZ4B_468.g3629 1 3 12 0 5 1
ScZCZ4B_468.g3630 381 138 870 122 335 195
ScZCZ4B_468.g3631 53 26 83 1 12 3
ScZCZ4B_468.g3632 426 159 875 81 116 61
ScZCZ4B_468.g3633 40 13 115 8 22 12
ScZCZ4B_468.g3634 22 12 70 1 19 4
ScZCZ4B_468.g3635 58 13 79 32 6 17
ScZCZ4B_468.g3636 2 0 10 1 0 6
ScZCZ4B_468.g3637 63 13 230 25 26 14
ScZCZ4B_468.g3638 0 1 0 0 0 0
ScZCZ4B_468.g3639 4 0 7 2 2 0
ScZCZ4B_468.g3640 213 58 295 115 131 63
ScZCZ4B_468.g3641 21 10 52 4 5 13
ScZCZ4B_468.g3642 109 30 160 22 35 21
ScZCZ4B_468.g3643 117 26 257 9 26 27
ScZCZ4B_468.g3644 134 38 337 17 21 14
ScZCZ4B_468.g3645 13801 5158 21289 9251 9548 7129
ScZCZ4B_468.g3646 10956 3320 18021 7239 6939 4813
ScZCZ4B_468.g3647 0 0 0 1 3 0
ScZCZ4B_468.g3648 8 6 22 0 11 3
ScZCZ4B_468.g3649 207 99 362 164 182 112
ScZCZ4B_468.g3650 0 3 6 2 3 4
ScZCZ4B_468.g3651 0 0 0 0 0 0
ScZCZ4B_468.g3652 1008 383 2082 161 172 134
ScZCZ4B_468.g3653 15 10 31 7 4 3
ScZCZ4B_468.g3654 55 27 116 48 52 48
ScZCZ4B_468.g3655 1 0 52 0 4 0
ScZCZ4B_468.g3656 0 2 0 0 0 0
ScZCZ4B_468.g3657 32 22 58 39 37 34
ScZCZ4B_468.g3658 0 0 0 0 0 0
ScZCZ4B_468.g3659 0 0 4 0 0 0
ScZCZ4B_468.g3660 0 0 0 0 0 0
ScZCZ4B_468.g3661 0 0 0 0 0 0
ScZCZ4B_468.g3662 0 0 0 0 0 0
ScZCZ4B_468.g3663 0 0 0 0 0 0
ScZCZ4B_468.g3664 0 0 2 0 0 0
ScZCZ4B_468.g3665 10 2 32 8 5 0
ScZCZ4B_468.g3666 36 8 37 0 5 0
ScZCZ4B_468.g3667 0 0 2 0 0 2
ScZCZ4B_468.g3668 0 0 3 0 0 0
ScZCZ4B_468.g3669 0 0 0 0 0 0
ScZCZ4B_468.g3670 2 0 2 4 2 5
ScZCZ4B_468.g3671 0 0 1 0 0 0
ScZCZ4B_468.g3672 3 1 11 7 12 4
ScZCZ4B_468.g3673 24 3 24 8 22 14
ScZCZ4B_468.g3674 2 0 8 2 0 4
ScZCZ4B_468.g3675 0 1 0 0 0 0
ScZCZ4B_468.g3676 0 0 0 0 0 0
ScZCZ4B_468.g3677 0 0 0 0 0 0
ScZCZ4B_468.g3678 0 0 0 0 0 0
ScZCZ4B_468.g3679 0 0 0 0 0 0
ScZCZ4B_468.g3680 2 0 1 0 1 0
ScZCZ4B_468.g3681 55 9 46 24 34 7
ScZCZ4B_468.g3682 203 42 264 59 90 46
ScZCZ4B_468.g3683 6 0 0 0 0 0
ScZCZ4B_468.g3684 130 41 321 14 14 12
ScZCZ4B_468.g3685 184 43 428 33 66 46
ScZCZ4B_468.g3686 106 23 234 31 33 38
ScZCZ4B_468.g3687 24 10 39 4 5 2
ScZCZ4B_468.g3688 316 181 591 44 62 21
ScZCZ4B_468.g3689 33 20 88 3 4 8
ScZCZ4B_468.g3690 154 63 211 68 68 69
ScZCZ4B_468.g3691 243 94 439 412 433 186
ScZCZ4B_468.g3692 6 14 7 3 3 2
ScZCZ4B_468.g3693 364 183 992 123 169 68
ScZCZ4B_468.g3694 295 115 643 113 185 168
ScZCZ4B_468.g3695 292 142 494 60 79 28
ScZCZ4B_468.g3696 92 25 135 16 27 17
ScZCZ4B_468.g3697 13 2 36 46 96 43
ScZCZ4B_468.g3698 50 11 44 5 27 23
ScZCZ4B_468.g3699 0 0 0 0 0 0
ScZCZ4B_468.g3700 1 0 2 1 2 0
ScZCZ4B_468.g3701 0 0 0 0 0 0
ScZCZ4B_468.g3702 0 0 1 0 0 0
ScZCZ4B_468.g3703 1 0 0 0 0 0
ScZCZ4B_468.g3704 0 0 0 0 0 0
ScZCZ4B_468.g3705 75 28 134 93 119 67
ScZCZ4B_468.g3706 6 0 0 2 0 2
ScZCZ4B_468.g3707 9 8 11 25 24 11
ScZCZ4B_468.g3708 6 4 7 972 1308 555
ScZCZ4B_468.g3709 621 208 1160 115 148 84
ScZCZ4B_468.g3710 0 0 4 0 0 0
