gene male1 male2 female1 female2 asexual1 asexual2
115033323 28 26 6 5 2 1
115033324 0 2 0 0 0 0
115033325 3 3 0 0 0 0
115033326 22 5 7 14 3 3
115033327 0 0 0 0 0 0
115033328 0 0 0 0 0 0
115033329 0 0 0 0 0 0
115033330 0 0 0 0 0 0
115033331 0 0 0 0 0 0
115033332 1 1 0 0 0 0
115033333 0 0 0 0 0 0
115033334 0 0 0 0 0 0
115033335 3 3 0 0 0 1
115033336 0 0 0 0 1 0
115033337 17 8 0 0 0 0
115033338 0 0 0 0 0 0
115033339 0 3 0 0 0 1
115033340 0 0 0 0 0 0
115033341 0 0 0 0 0 0
115033342 1 0 0 0 0 0
115033343 0 0 0 0 0 0
115033344 0 0 0 0 0 0
115033345 1 0 0 0 0 0
115033346 4 3 0 0 0 0
115033347 0 0 0 0 0 0
115033348 0 0 0 0 0 0
115033349 0 0 0 0 0 0
115033350 0 0 0 0 0 0
115033351 0 0 0 0 0 0
115033352 0 0 0 1 0 0
115033353 0 0 1 2 1 0
115033354 8 5 2 2 0 0
115033355 0 0 0 2 0 0
115033356 0 0 4 0 1 1
115033357 1 0 13 22 1 1
115033358 7 2 2 1 3 2
115033359 0 0 0 0 1 1
115033360 13 9 5 11 2 0
115033361 0 0 0 0 0 0
115033362 0 0 0 0 0 0
115033363 17 7 0 4 1 1
115033364 0 0 0 0 0 0
115033365 0 0 0 0 0 0
115033366 0 0 0 0 0 0
115033367 0 0 0 0 0 0
115033368 0 0 0 0 0 0
115033369 0 0 0 0 0 0
115033370 0 1 0 0 1 1
115033371 0 0 0 0 0 0
115033372 0 0 0 0 0 0
115033373 6 1 0 0 0 0
115033374 0 0 0 0 0 1
115033375 0 0 0 0 0 0
115033376 0 0 0 0 0 0
115033377 1 0 0 0 0 0
115033378 22 11 0 3 2 3
115033379 16 10 0 0 0 0
115033380 0 0 0 0 0 0
115033381 0 0 8 13 3 2
115033382 0 0 0 0 0 0
115033383 0 0 0 3 0 0
115033384 1 2 2 3 1 1
115033385 8 5 0 1 1 2
115033386 2 1 0 1 0 1
115033387 0 0 0 0 0 0
115033388 1 1 3 1 4 4
115033389 3 3 0 0 2 8
115033390 0 0 1 1 0 0
115033391 1 5 0 0 0 0
115033392 1 0 0 0 1 1
115033393 0 0 0 0 0 0
115033394 1 2 0 0 0 0
115033395 0 0 0 0 0 0
115033396 0 0 3 0 1 0
115033397 0 0 0 0 0 0
115033398 0 0 0 0 0 0
115033399 0 1 0 0 0 0
115033400 0 0 0 0 0 0
115033401 2 0 0 0 0 0
115033402 0 0 0 0 0 0
115033403 0 0 0 0 0 0
115033404 0 0 0 0 0 0
115033405 1 0 0 0 0 0
115033406 0 0 0 0 0 0
115033407 1 0 3 3 1 0
115033408 1 0 0 2 3 0
115033409 0 0 0 0 0 0
115033410 0 1 0 0 0 0
115033411 7 1 0 1 10 13
115033412 22 19 0 0 20 32
115033413 0 0 1 1 0 0
115033414 75 62 14 28 57 68
115033415 42 31 0 0 0 0
115033416 0 2 2 0 0 0
115033417 0 0 0 1 0 0
115033418 10 1 0 3 0 0
115033419 35 46 4 23 4 8
115033420 7 0 3 1 5 2
115033421 5 4 0 1 6 4
115033422 0 0 0 1 0 1
115033423 4 1 0 0 1 1
115033424 9 3 2 5 4 10
115033425 1 0 0 1 2 2
115033426 0 0 0 0 0 0
115033427 3 1 0 0 0 0
115033428 2 2 0 1 5 3
115033429 0 0 11 18 9 6
115033430 41 27 4 16 70 40
115033431 1 0 0 2 1 2
115033432 5 2 1 0 3 5
115033433 1410 971 68 166 191 146
115033434 0 0 0 0 0 0
115033435 4 1 0 0 5 2
115033436 0 0 0 0 0 0
115033437 0 0 0 0 0 0
115033438 0 0 0 0 0 0
115033439 0 0 0 0 0 0
115033440 0 0 0 0 0 0
115033441 0 0 0 0 0 0
115033442 0 0 0 0 0 0
115033443 0 0 0 0 0 0
115033444 0 0 0 0 0 0
115033445 0 0 0 0 0 0
115033446 0 0 0 0 0 0
115033447 5 5 4 8 5 4
115033448 0 0 0 0 0 0
115033449 1 1 0 0 0 0
115033450 0 0 0 0 0 0
115033451 0 0 0 0 0 0
115033452 0 0 0 0 0 0
115033453 0 0 0 0 0 0
115033454 3 0 0 0 0 0
115033455 0 0 0 0 0 0
115033456 0 0 0 0 0 0
115033457 0 0 0 0 0 0
115033458 0 0 0 0 0 0
115033459 0 0 0 0 0 0
115033460 0 0 0 0 0 0
115033461 0 0 0 0 0 0
115033462 0 0 0 0 0 0
115033463 0 0 0 0 0 0
115033464 0 0 0 0 0 0
115033465 0 0 0 0 0 0
115033466 0 0 0 0 0 0
115033467 0 0 0 0 0 0
115033468 0 0 0 0 0 0
115033469 0 0 0 0 0 0
115033470 0 0 0 0 0 0
115033471 0 0 0 0 0 0
115033472 0 0 0 0 0 0
115033473 0 0 0 0 0 0
115033474 0 0 1 0 0 0
115033475 0 0 0 0 0 0
115033476 0 0 0 0 0 0
115033477 0 0 0 0 0 0
115033478 0 0 0 0 0 0
115033479 0 0 0 0 0 0
115033480 0 0 0 0 0 0
115033481 0 0 0 0 0 0
115033482 0 0 0 0 0 0
115033483 0 0 0 0 0 0
115033484 0 0 0 0 0 0
115033485 0 0 0 0 0 0
115033486 0 0 0 0 0 0
115033487 0 0 0 0 0 0
115033488 0 0 0 0 0 0
115033489 0 0 0 0 0 0
115033490 0 0 0 0 0 0
115033491 0 0 0 0 0 0
115033492 0 0 0 0 0 0
115033493 11 9 1 9 4 8
115033494 0 0 0 0 0 0
115033495 0 0 0 1 3 3
115033496 34 12 8 15 45 20
115033497 0 0 0 0 0 0
115033498 0 0 0 0 0 0
115033499 0 1 0 0 0 1
115033500 0 1 0 0 0 1
115033501 0 0 0 0 1 0
115033502 0 1 0 1 0 1
115033503 6 2 1 0 0 1
115033504 0 0 0 0 0 0
115033505 0 0 0 1 0 1
115033506 231 194 140 181 88 86
115033507 11 7 4 2 8 3
115033508 15 9 1 3 4 1
115033509 12 10 4 3 5 2
115033510 111 75 15 12 18 13
115033511 0 0 0 0 0 0
115033512 1 0 0 0 0 0
115033513 0 0 1 0 1 1
115033514 0 1 0 0 0 0
115033515 0 0 0 0 0 0
115033516 0 0 0 0 0 0
115033517 0 3 0 0 0 0
115033518 0 0 0 0 0 0
115033519 0 0 0 0 0 0
115033520 0 0 0 0 0 0
115033521 336 253 480 583 588 440
115033522 190 116 2 14 32 39
115033523 1 0 0 1 12 6
115033524 36 35 71 243 36 92
115033525 3 7 1 5 4 9
115033526 0 0 0 0 0 0
115033527 0 0 0 0 0 0
115033528 0 0 0 2 1 1
115033529 0 0 0 0 0 0
115033530 0 0 1 0 0 0
115033531 1 2 0 0 0 0
115033532 1 4 0 1 1 2
115033533 9 0 3 7 9 5
115033534 1 0 0 0 0 0
115033535 0 0 0 0 0 0
115033536 0 0 0 0 0 1
115033537 0 0 0 0 0 0
115033538 0 1 0 0 0 0
115033539 0 2 0 0 2 0
115033540 1 0 0 0 0 0
115033541 834 546 59 107 446 395
115033542 0 0 0 0 0 0
115033543 5 2 0 1 0 1
115033544 0 0 0 0 0 0
115033545 0 0 0 0 0 0
115033546 0 0 0 0 0 0
115033547 0 0 0 0 0 0
115033548 0 0 0 0 0 0
115033549 0 0 1 2 0 0
115033550 3 2 1 0 2 2
115033551 0 0 0 0 0 0
115033552 0 0 0 0 0 0
115033553 0 0 0 0 0 0
115033554 35 30 0 2 2 0
115033555 0 0 0 0 0 0
115033556 0 1 0 1 0 0
115033557 0 0 0 0 0 0
115033558 3 5 0 2 0 1
115033559 2 0 0 0 0 0
115033560 12 12 11 29 14 26
115033561 1 0 0 1 0 9
115033562 0 0 0 0 0 0
115033563 0 0 0 0 0 1
115033564 0 0 0 0 0 0
115033565 0 1 0 0 0 1
115033566 0 0 0 0 0 0
115033567 19 7 0 0 0 1
115033568 11 12 9 8 10 13
115033569 0 0 0 1 0 0
115033570 0 0 0 0 0 0
115033571 0 0 0 0 0 0
115033572 1 0 0 2 0 0
115033573 5 2 0 0 0 0
115033574 0 0 0 0 0 0
115033575 0 0 0 0 0 0
115033576 0 0 0 0 0 0
115033577 0 0 0 0 1 0
115033578 0 0 0 1 0 0
115033579 0 0 0 0 0 0
115033580 19 8 1 0 0 1
115033581 1 5 0 0 1 0
115033582 0 0 0 0 0 0
115033583 0 0 0 0 0 0
115033584 0 0 0 0 0 0
115033585 27 18 23 47 15 51
115033586 1 0 0 0 0 0
115033587 0 0 2 0 0 0
115033588 0 0 0 0 0 1
115033589 0 0 0 0 0 0
115033590 0 0 0 0 0 0
115033591 6 3 2 2 3 3
115033592 0 0 0 0 0 0
115033593 0 0 0 0 0 0
115033594 0 1 0 3 1 0
115033595 0 0 1 3 1 0
115033596 0 0 0 0 0 0
115033597 0 0 0 0 0 0
115033598 5 2 2 2 1 2
115033599 4 1 0 0 1 0
115033600 0 0 0 0 0 1
115033601 0 0 0 0 0 0
115033602 1 1 2 3 1 3
115033603 1 0 0 0 0 0
115033604 11 2 2 3 0 0
115033605 2 4 0 0 1 0
115033606 0 0 0 1 0 0
115033607 0 0 0 0 0 0
115033608 5 4 0 0 0 0
115033609 0 0 1 0 2 0
115033610 0 0 0 0 0 0
115033611 0 0 0 0 0 0
115033612 0 0 0 0 0 0
115033613 1 0 0 0 0 0
115033614 0 1 0 1 0 1
115033615 0 0 0 0 0 0
115033616 0 0 0 0 0 0
115033617 1 1 0 0 0 0
115033618 0 0 0 0 0 0
115033619 0 0 0 0 0 0
115033620 1 0 0 1 2 6
115033621 2 1 0 0 0 1
115033622 0 1 0 1 3 4
115033623 0 0 0 0 0 0
115033624 0 1 1 1 0 0
115033625 0 0 0 0 0 0
115033626 4 2 0 5 0 2
115033627 2 2 0 1 0 0
115033628 0 0 1 3 0 0
115033629 26 19 0 0 0 0
115033630 3 1 0 0 3 0
115033631 1247 1029 30 90 156 158
115033632 0 0 0 1 3 5
115033633 0 1 0 0 0 1
115033634 15 11 21 25 4 2
115033635 0 0 0 0 0 0
115033636 7 1 0 3 2 4
115033637 98 89 85 85 169 96
115033638 0 0 0 0 0 0
115033639 0 0 0 0 0 0
115033640 0 0 0 0 0 0
115033641 0 0 0 0 1 3
115033642 4 6 0 0 0 0
115033643 0 0 0 0 1 0
115033644 0 0 0 0 0 0
115033645 1 1 3 4 4 6
115033646 9 9 15 34 8 20
115033647 0 0 0 0 0 0
115033648 0 0 0 0 0 1
115033649 2 1 0 2 1 0
115033650 0 0 0 0 0 0
115033651 0 0 27 33 0 3
115033652 5 3 0 6 6 7
115033653 0 0 0 0 0 0
115033654 1 1 0 0 1 2
115033655 0 0 0 0 0 0
115033656 3 0 0 0 0 0
115033657 0 0 0 0 0 0
115033658 0 0 6 3 1 0
115033659 0 0 0 0 1 0
115033660 1 1 0 2 0 5
115033661 2 0 0 0 1 0
115033662 4 4 0 3 3 4
115033663 12 2 3 5 33 23
115033664 1 1 0 1 2 0
115033665 16 3 3 5 3 4
115033666 2 1 1 1 1 0
115033667 0 0 0 0 0 0
115033668 23 11 7 5 4 5
115033669 405 331 13 42 361 303
115033670 0 0 0 0 1 1
115033671 0 0 0 0 0 0
115033672 76 67 8 4 9 8
115033673 12 12 2 6 23 19
115033674 0 0 0 0 0 0
115033675 0 0 0 0 0 0
115033676 9 18 0 2 5 4
115033677 4 1 2 3 0 1
115033678 4 2 0 0 0 0
115033679 0 0 1 1 0 0
115033680 0 0 0 0 0 0
115033681 2 0 0 0 0 0
115033682 1 0 0 0 1 0
115033683 0 0 0 0 0 0
115033684 1 0 0 0 2 4
115033685 1 0 0 0 1 1
115033686 0 0 0 0 1 0
115033687 7 4 0 2 1 0
115033688 49 40 114 70 124 94
115033689 2 0 0 0 3 2
115033690 0 0 0 1 0 0
115033691 0 0 0 1 0 0
115033692 9 4 1 1 11 8
115033693 0 0 1 0 0 0
115033694 0 0 0 0 0 0
115033695 1 2 0 0 0 0
115033696 0 0 0 0 0 0
115033697 3 2 0 0 0 0
115033698 0 1 0 0 0 0
115033699 0 0 0 1 0 0
115033700 1 0 0 0 1 3
115033701 3 1 0 1 2 2
115033702 0 0 1 1 0 0
115033703 592 492 149 256 477 384
115033704 0 1 0 0 0 0
115033705 34 31 2 11 30 38
115033706 3241 2911 257 422 985 901
115033707 0 0 4 7 0 2
115033708 146 124 17 33 73 35
115033709 0 0 0 0 0 0
115033710 0 0 0 0 0 0
115033711 86 69 26 76 80 94
115033712 0 0 0 1 0 1
115033713 33 16 37 51 16 23
115033714 0 0 0 0 0 0
115033715 0 0 1 0 1 0
115033716 9 6 8 9 30 24
115033717 51 64 4 12 47 35
115033718 24 31 31 52 19 34
115033719 0 1 0 0 0 1
115033720 0 0 9 14 1 0
115033721 1 0 0 0 2 1
115033722 78 95 29 65 42 52
115033723 6403 3976 414 507 471 288
115033724 5 6 1 0 1 1
115033725 0 0 0 0 0 2
115033726 0 0 0 0 0 0
115033727 1 0 0 0 0 0
115033728 0 0 0 0 0 0
115033729 0 0 0 1 0 0
115033730 0 0 0 3 1 1
115033731 1 0 0 0 0 0
115033732 1 0 0 0 0 0
115033733 7 12 0 0 3 1
115033734 362 327 32 90 287 231
115033735 446 380 75 98 142 114
115033736 7 13 0 0 0 0
115033737 5 3 0 0 2 0
115033738 7 9 3 5 10 11
115033739 71 87 98 109 112 62
115033740 10 6 12 19 11 7
115033741 4 2 5 14 7 9
115033742 8 7 0 1 8 3
115033743 1 0 0 0 0 0
115033744 7 5 0 0 0 5
115033745 2 3 1 0 0 4
115033746 0 0 0 0 1 0
115033747 0 1 0 0 2 0
115033748 0 0 0 0 0 0
115033749 56 33 61 56 103 59
115033750 0 0 0 0 0 0
115033751 5 1 0 0 1 2
115033752 132 129 0 0 0 0
115033753 4 3 2 0 0 0
115033754 4 8 3 5 3 9
115033755 1 0 2 8 10 5
115033756 70 65 8 55 46 112
115033757 1 0 0 0 0 0
115033758 78 46 21 43 36 34
115033759 5 9 1 8 13 6
115033760 1 0 0 1 0 1
115033761 27 26 1 0 10 17
115033762 0 0 0 0 0 0
115033763 2 0 0 2 4 3
115033764 10 6 0 0 0 2
115033765 0 0 0 0 0 0
115033766 8 0 2 13 0 0
115033767 1 0 0 1 0 0
115033768 24 16 1 5 2 17
115033769 1 0 6 43 3 4
115033770 0 0 0 1 3 2
115033771 0 0 0 0 1 0
115033772 44 28 22 47 1 2
115033773 0 0 0 0 6 5
115033774 15 11 0 0 3 13
115033775 1 4 0 0 0 2
115033776 15 10 9 18 2 7
115033777 20 27 0 0 7 6
115033778 2 0 1 0 1 0
115033779 5 6 0 0 0 1
115033780 0 0 0 0 0 0
115033781 3 3 1 7 4 7
115033782 16 15 1 5 9 7
115033783 21 15 7 9 37 24
115033784 1 1 0 0 0 0
115033785 6 1 0 0 0 4
115033786 7 6 0 2 3 5
115033787 7 6 1 2 1 9
115033788 0 1 0 0 0 0
115033789 1 1 0 0 1 0
115033790 0 0 0 0 0 0
115033791 24 22 2 26 47 38
115033792 0 0 0 0 0 0
115033793 0 0 0 1 0 0
115033794 0 1 0 2 1 3
115033795 1 1 0 0 1 1
115033796 8 2 0 1 2 3
115033797 2 0 0 1 6 4
115033798 1 2 0 0 0 1
115033799 0 0 1 4 5 2
115033800 0 0 0 0 0 0
115033801 781 853 8 12 1147 709
115033802 1 1 0 0 0 0
115033803 0 0 0 0 0 0
115033804 1 0 0 1 2 1
115033805 3 2 0 0 0 1
115033806 28 15 6 9 13 12
115033807 0 0 0 0 0 0
115033808 0 0 0 0 0 0
115033809 0 0 0 0 0 1
115033810 1 3 2 1 4 1
115033811 0 0 0 0 0 0
115033812 13 12 2 3 3 6
115033813 2 4 1 1 3 1
115033814 0 1 0 0 1 1
115033815 361 294 9 3 58 38
115033816 77 54 0 0 9 7
115033817 0 0 0 0 0 0
115033818 0 0 0 0 0 0
115033819 2 1 0 0 1 1
115033820 5 6 0 0 0 0
115033821 4 7 0 3 3 3
115033822 234 194 308 520 368 360
115033823 0 0 0 0 0 0
115033824 2 3 0 0 1 0
115033825 3 0 0 0 0 1
115033826 1 0 0 0 2 0
115033827 0 0 0 0 0 0
115033828 9 6 0 1 0 1
115033829 0 0 0 0 0 0
115033830 5 2 1 1 1 1
115033831 0 0 0 1 5 3
115033832 1 0 0 0 4 3
115033833 36 25 5 11 22 13
115033834 0 1 0 0 2 0
115033835 0 0 0 0 1 0
115033836 3 1 0 0 0 0
115033837 1 0 0 0 0 0
115033838 40 38 122 144 95 108
115033839 0 0 0 0 1 1
115033840 69 38 18 19 110 80
115033841 66 59 2 15 40 35
115033842 1 3 0 1 1 1
115033843 0 0 0 0 0 0
115033844 10 3 0 4 0 1
115033845 1 0 1 1 0 1
115033846 0 0 0 0 0 0
115033847 236 195 21 19 123 67
115033848 3 3 7 4 3 0
115033849 36 31 0 1 10 2
115033850 1 1 0 2 3 2
115033851 0 0 0 0 0 0
115033852 0 0 0 0 0 1
115033853 0 0 0 0 0 0
115033854 1 0 0 0 0 0
115033855 13 5 4 13 17 14
115033856 2 0 1 0 1 0
115033857 0 0 0 0 0 0
115033858 4 2 0 0 0 2
115033859 1 0 0 0 0 0
115033860 29 17 39 35 54 37
115033861 2 2 0 0 0 0
115033862 0 1 0 0 2 2
115033863 4 1 2 1 6 6
115033864 1 1 0 0 0 0
115033865 0 1 0 0 4 2
115033866 0 0 0 0 0 0
115033867 3 3 1 1 2 1
115033868 14 8 0 0 0 0
115033869 189 187 6 11 16 23
115033870 29 22 2 2 1 7
115033871 21 21 6 5 62 47
115033872 2 4 7 2 17 12
115033873 7 4 41 139 7 16
115033874 18 14 0 0 0 0
115033875 1 1 0 0 0 0
115033876 352 320 318 391 438 386
115033877 0 1 0 0 4 1
115033878 9 9 0 0 3 1
115033879 2 0 0 4 1 3
115033880 366 209 26 35 132 118
115033881 1 2 1 0 1 0
115033882 3 3 0 0 1 3
115033883 0 0 0 0 0 0
115033884 7 7 0 3 2 1
115033885 1 0 0 0 0 3
115033886 1 0 0 1 1 0
115033887 13 8 4 2 5 3
115033888 1 0 0 0 1 0
115033889 0 1 2 0 4 0
115033890 0 0 0 0 0 0
115033891 2 1 0 0 0 0
115033892 0 2 0 3 2 0
115033893 0 0 2 1 1 0
115033894 1813 1278 361 474 1242 928
115033895 81 76 239 49 2627 1360
115033896 13 10 7 12 5 10
115033897 725 461 91 191 136 175
115033898 12 2 0 2 1 0
115033899 4 5 0 0 3 0
115033900 5 5 0 1 5 3
115033901 16 16 5 6 8 2
115033902 3 2 5 5 0 5
115033903 4 6 0 0 0 0
115033904 0 0 0 0 0 1
115033905 3 1 0 1 0 0
115033906 0 1 0 0 0 4
115033907 1 0 0 1 0 0
115033908 5 5 4 7 3 7
115033909 0 0 0 0 1 1
115033910 0 0 0 1 0 0
115033911 0 3 0 0 2 0
115033912 5 3 0 1 3 3
115033913 1 0 0 0 0 0
115033914 15 15 0 5 4 8
115033915 1 2 0 0 0 0
115033916 9 1 3 2 114 94
115033917 0 0 0 0 0 0
115033918 4 4 0 1 0 0
115033919 2 0 0 0 1 0
115033920 0 0 0 0 1 1
115033921 1 0 1 0 0 0
115033922 0 0 0 0 1 0
115033923 9 6 1 0 0 1
115033924 0 0 0 0 0 0
115033925 0 0 183 244 22 17
115033926 0 0 308 375 8 11
115033927 11 9 13 55 9 17
115033928 1 0 67 83 2 7
115033929 0 0 0 0 0 0
115033930 0 0 26 12 1 0
115033931 0 0 5 4 0 3
115033932 98 56 54 81 411 278
115033933 0 0 0 0 0 0
115033934 4 0 0 2 0 0
115033935 0 0 0 0 0 0
115033936 2 4 0 0 2 0
115033937 1 2 0 0 3 0
115033938 0 0 0 0 0 0
115033939 0 0 0 0 0 0
115033940 0 0 0 0 0 0
115033941 0 0 0 0 0 0
115033942 0 0 0 0 0 0
115033943 0 0 0 0 0 0
115033944 0 0 0 0 0 0
115033945 0 0 0 0 0 0
115033946 0 0 0 0 0 0
115033947 0 0 0 0 0 0
115033948 0 0 0 0 0 0
115033949 0 0 0 0 0 0
115033950 0 0 0 0 0 0
115033951 0 0 0 0 0 0
115033952 0 0 0 0 0 0
115033953 0 0 0 0 0 0
115033954 0 0 0 0 0 0
115033955 0 0 0 0 0 0
115033956 0 0 0 0 0 0
115033957 0 0 0 0 0 0
115033958 0 0 0 0 0 1
115033959 0 0 0 0 0 0
115033960 0 0 0 0 0 0
115033961 0 0 0 0 0 0
115033962 0 0 0 0 0 0
115033963 0 0 0 0 0 0
115033964 0 0 0 0 0 0
115033965 0 0 0 0 0 0
115033966 0 0 0 0 0 0
115033967 0 1 0 0 0 0
115033968 0 0 0 0 0 0
115033969 0 0 0 0 0 0
115033970 1 0 0 0 0 0
115033971 0 0 0 0 0 0
115033972 0 0 0 1 0 0
115033973 0 0 0 0 0 0
115033974 0 0 0 0 0 0
115033975 0 0 0 0 0 0
115033976 0 0 0 0 0 0
115033977 0 0 0 0 0 0
115033978 0 0 0 0 0 0
115033979 0 0 0 0 0 0
115033980 0 0 0 0 0 0
115033981 0 0 0 0 0 0
115033982 0 0 0 0 2 0
115033983 0 0 0 0 0 0
115033984 0 0 0 0 0 0
115033985 0 0 0 0 0 0
115033986 0 0 0 0 0 0
115033987 0 0 0 0 0 0
115033988 0 0 0 0 0 0
115033989 0 0 0 0 0 0
115033990 0 0 0 0 0 0
115033991 0 0 0 0 0 0
115033992 0 0 0 0 0 0
115033993 0 0 0 0 0 0
115033994 0 0 0 0 0 0
115033995 0 0 0 0 0 0
115033996 0 0 0 0 0 0
115033997 0 0 0 0 0 0
115033998 0 0 0 0 0 0
115033999 0 0 0 0 0 0
115034000 0 0 0 0 0 0
115034001 0 0 0 0 0 0
115034002 0 0 0 0 0 0
115034003 0 0 0 0 0 1
115034004 4 3 0 0 0 0
115034005 0 0 0 0 0 0
115034006 420 400 0 0 0 0
115034007 0 0 0 0 0 0
115034008 0 0 0 0 0 0
115034009 0 0 0 0 2 0
115034010 70 42 8 16 140 106
115034011 35 26 11 14 44 40
115034012 1 0 0 0 0 0
115034013 1 0 0 0 0 0
115034014 0 0 0 0 0 0
115034015 0 0 0 1 0 0
115034016 1 1 0 0 0 2
115034017 1 0 0 0 0 0
115034018 0 0 5 1 1 1
115034019 0 0 0 0 0 0
115034020 14 2 3 4 3 1
115034021 86 59 14 27 36 37
115034022 343 244 321 548 219 291
115034023 0 5 0 0 1 0
115034024 1 0 0 0 0 0
115034025 0 0 0 2 2 0
115034026 0 0 0 0 0 0
115034027 0 0 0 0 0 0
115034028 0 0 0 0 0 0
115034029 0 0 0 0 0 0
115034030 0 0 0 0 0 0
115034031 2 2 0 0 6 1
115034032 0 1 0 0 1 1
115034033 0 1 0 0 2 5
115034034 0 0 2 0 0 0
115034035 0 2 0 0 0 0
115034036 0 0 0 0 0 0
115034037 0 0 0 0 0 0
115034038 14 15 4 2 31 12
115034039 1 0 0 2 1 1
115034040 60 22 3 16 11 21
115034041 0 3 0 2 0 1
115034042 25 16 1 4 5 8
115034043 0 0 0 0 0 1
115034044 0 0 1 2 2 1
115034045 0 0 1 4 0 2
115034046 0 0 0 0 0 0
115034047 8 7 5 9 7 12
115034048 2 4 1 2 2 4
115034049 10 6 5 6 7 5
115034050 11 9 5 5 17 10
115034051 31 15 8 16 27 27
115034052 2 1 0 0 0 1
115034053 29 24 4 1 0 0
115034054 71 57 6 23 58 42
115034055 0 0 0 0 0 0
115034056 4 3 0 0 4 1
115034057 269 192 125 310 257 267
115034058 4 3 2 2 6 2
115034059 0 1 0 0 0 0
115034060 0 0 0 0 0 0
115034061 0 0 0 0 0 0
115034062 1 2 2 5 14 29
115034063 77 50 51 69 101 95
115034064 0 0 0 0 0 0
115034065 0 1 0 0 3 2
115034066 3 1 0 1 152 117
115034067 0 0 0 0 0 0
115034068 0 0 0 0 0 0
115034069 3 5 7 28 10 17
115034070 0 0 54 41 1 1
115034071 0 0 1 3 0 1
115034072 0 0 0 0 0 0
115034073 15 10 0 1 3 2
115034074 0 0 0 0 0 0
115034075 1 1 11 33 24 22
115034076 3 4 3 5 15 13
115034077 0 2 0 0 1 0
115034078 2 3 2 1 14 12
115034079 93 59 5 5 18 32
115034080 2 1 0 0 0 0
115034081 3 6 0 2 0 0
115034082 0 0 0 0 0 0
115034083 18 19 0 1 11 9
115034084 1 5 0 0 4 1
115034085 0 0 0 0 0 0
115034086 6 2 3 1 2 0
115034087 7 1 0 0 0 5
115034088 1 0 2 1 0 1
115034089 0 0 0 0 0 0
115034090 13 9 17 8 16 9
115034091 0 0 0 0 0 0
115034092 24 23 2 4 7 7
115034093 2 0 0 0 1 0
115034094 0 0 0 0 0 0
115034095 0 0 0 0 1 1
115034096 459 353 284 385 459 406
115034097 36 34 3 13 19 19
115034098 0 3 0 1 2 1
115034099 187 181 608 1177 1155 1112
115034100 246 182 130 245 184 230
115034101 0 1 0 0 0 0
115034102 3 0 0 0 0 1
115034103 6 12 11 16 7 7
115034104 57 31 23 79 79 100
115034105 0 7 0 1 3 0
115034106 19 14 0 5 14 17
115034107 0 0 0 0 0 0
115034108 0 0 0 0 0 1
115034109 0 0 0 0 0 0
115034110 35 29 0 0 0 0
115034111 0 0 0 0 0 0
115034112 0 0 1 1 0 3
115034113 0 0 0 0 0 0
115034114 0 0 0 0 0 0
115034115 0 0 0 0 0 0
115034116 0 0 0 0 0 0
115034117 0 0 0 0 0 0
115034118 0 0 0 0 0 0
115034119 0 0 0 1 0 1
115034120 5 0 2 17 1 3
115034121 0 0 0 0 0 0
115034122 10 8 73 57 33 14
115034123 2 4 0 2 4 8
115034124 0 0 0 1 0 0
115034125 1 0 0 0 0 0
115034126 0 0 0 0 0 0
115034127 0 0 0 0 0 0
115034128 1 1 1 2 0 1
115034129 0 0 0 0 0 0
115034130 17 10 5 6 6 11
115034131 1 0 0 1 0 1
115034132 0 0 0 0 0 0
115034133 0 0 0 0 0 0
115034134 0 0 0 0 0 1
115034135 1 0 0 0 2 1
115034136 5 13 0 1 14 4
115034137 109 103 6 18 39 57
115034138 0 0 0 0 0 0
115034139 0 0 0 1 1 0
115034140 0 0 0 0 0 0
115034141 0 1 0 1 2 0
115034142 4 8 0 0 0 0
115034143 1 0 1 2 0 0
115034144 0 2 0 0 0 0
115034145 0 0 0 0 1 1
115034146 17 30 0 2 0 1
115034147 19 14 0 0 1 0
115034148 0 1 0 0 0 0
115034149 20 19 1 16 15 31
115034150 11 4 2 11 9 22
115034151 0 0 0 0 0 0
115034152 0 0 0 0 0 0
115034153 200 170 161 202 272 290
115034154 0 0 0 0 0 0
115034155 0 0 1 0 1 0
115034156 1 0 0 0 0 0
115034157 3 1 1 5 7 9
115034158 0 1 3 5 11 18
115034159 0 0 0 0 0 0
115034160 0 0 0 0 1 1
115034161 2 4 0 0 4 2
115034162 0 0 0 0 0 0
115034163 1 0 0 0 1 1
115034164 0 0 0 0 0 0
115034165 0 0 0 0 0 0
115034166 0 0 0 0 0 0
115034167 0 0 0 0 0 0
115034168 0 0 0 0 0 0
115034169 0 0 0 0 0 0
115034170 0 0 0 0 0 1
115034171 1 0 0 0 1 2
115034172 0 0 0 0 0 0
115034173 1 1 82 69 13 14
115034174 0 0 0 0 1 2
115034175 0 0 0 0 0 1
115034176 1 4 11 22 0 0
115034177 0 0 0 0 0 0
115034178 0 0 0 0 0 0
115034179 752 627 597 730 987 904
115034180 0 0 0 0 0 0
115034181 0 0 1 0 0 0
115034182 1 0 0 0 4 5
115034183 0 1 0 0 0 0
115034184 0 0 0 0 0 0
115034185 0 0 0 0 0 0
115034186 10 13 2 12 26 53
115034187 0 1 0 0 1 3
115034188 72 64 7 24 47 77
115034189 3 2 0 0 2 1
115034190 0 1 0 0 0 1
115034191 17 17 0 1 0 0
115034192 33 26 23 70 8 10
115034193 29 17 0 3 59 78
115034194 0 0 0 0 0 0
